10080	g	[0]	1	5.997568
10080	p	[0]	1	4155.797147
10080	c	[0]	1	0.000014
10080	t	[0]	1	4161.794754
10080	g	[0]	2	6.153150
10080	p	[0]	2	3632.305296
10080	c	[0]	2	11.427804
10080	t	[0]	2	3644.193228
10080	g	[1]	2	0.000000
10080	p	[1]	2	521.858607
10080	c	[1]	2	3644.197139
10080	t	[1]	2	4166.055768
10080	g	[0]	3	5.987953
10080	p	[0]	3	2949.419289
10080	c	[0]	3	17.077097
10080	t	[0]	3	2966.794147
10080	g	[1]	3	0.000000
10080	p	[1]	3	1095.217296
10080	c	[1]	3	2970.670997
10080	t	[1]	3	4062.019791
10080	g	[2]	3	0.000000
10080	p	[2]	3	154.804480
10080	c	[2]	3	4062.022844
10080	t	[2]	3	4216.827359
10080	g	[0]	4	5.600826
10080	p	[0]	4	2426.912240
10080	c	[0]	4	17.035778
10080	t	[0]	4	2443.840465
10080	g	[1]	4	0.000000
10080	p	[1]	4	1250.693812
10080	c	[1]	4	2447.711717
10080	t	[1]	4	3694.542135
10080	g	[2]	4	0.000000
10080	p	[2]	4	459.266982
10080	c	[2]	4	3698.405886
10080	t	[2]	4	4153.811679
10080	g	[3]	4	0.000000
10080	p	[3]	4	65.928720
10080	c	[3]	4	4153.813239
10080	t	[3]	4	4219.741992
10080	g	[0]	5	5.993899
10080	p	[0]	5	2024.229640
10080	c	[0]	5	19.015459
10080	t	[0]	5	2045.455702
10080	g	[1]	5	0.000000
10080	p	[1]	5	1231.207314
10080	c	[1]	5	2051.284467
10080	t	[1]	5	3276.668877
10080	g	[2]	5	0.000000
10080	p	[2]	5	635.410804
10080	c	[2]	5	3280.529881
10080	t	[2]	5	3912.080969
10080	g	[3]	5	0.000000
10080	p	[3]	5	237.716562
10080	c	[3]	5	3915.940709
10080	t	[3]	5	4149.795499
10080	g	[4]	5	0.000000
10080	p	[4]	5	33.829037
10080	c	[4]	5	4149.796796
10080	t	[4]	5	4183.625857
10080	g	[0]	6	6.312700
10080	p	[0]	6	1750.568377
10080	c	[0]	6	19.062180
10080	t	[0]	6	1772.160264
10080	g	[1]	6	0.000000
10080	p	[1]	6	1175.459639
10080	c	[1]	6	1777.841925
10080	t	[1]	6	2947.623266
10080	g	[2]	6	0.000000
10080	p	[2]	6	715.251901
10080	c	[2]	6	2951.490674
10080	t	[2]	6	3662.876247
10080	g	[3]	6	0.000000
10080	p	[3]	6	370.313657
10080	c	[3]	6	3666.738841
10080	t	[3]	6	4033.191240
10080	g	[4]	6	0.000000
10080	p	[4]	6	139.210684
10080	c	[4]	6	4037.051605
10080	t	[4]	6	4172.402786
10080	g	[5]	6	0.000000
10080	p	[5]	6	19.560624
10080	c	[5]	6	4172.403922
10080	t	[5]	6	4191.964569
10080	g	[0]	7	6.194211
10080	p	[0]	7	1539.695565
10080	c	[0]	7	19.220312
10080	t	[0]	7	1561.326573
10080	g	[1]	7	0.000000
10080	p	[1]	7	1105.264258
10080	c	[1]	7	1567.116041
10080	t	[1]	7	2666.593520
10080	g	[2]	7	0.000000
10080	p	[2]	7	742.554583
10080	c	[2]	7	2670.456966
10080	t	[2]	7	3409.150040
10080	g	[3]	7	0.000000
10080	p	[3]	7	452.989082
10080	c	[3]	7	3413.010799
10080	t	[3]	7	3862.139502
10080	g	[4]	7	0.000000
10080	p	[4]	7	235.705452
10080	c	[4]	7	3866.001458
10080	t	[4]	7	4097.845862
10080	g	[5]	7	0.000000
10080	p	[5]	7	89.319980
10080	c	[5]	7	4101.704351
10080	t	[5]	7	4187.166512
10080	g	[6]	7	0.000000
10080	p	[6]	7	12.328187
10080	c	[6]	7	4187.167649
10080	t	[6]	7	4199.495856
2520	g	[0]	1	0.349549
2520	p	[0]	1	65.355899
2520	c	[0]	1	0.000022
2520	t	[0]	1	65.705510
2520	g	[0]	2	0.374359
2520	p	[0]	2	57.334357
2520	c	[0]	2	0.482405
2520	t	[0]	2	57.949892
2520	g	[1]	2	0.000000
2520	p	[1]	2	8.268084
2520	c	[1]	2	57.950992
2520	t	[1]	2	66.219097
2520	g	[0]	3	0.350964
2520	p	[0]	3	46.264351
2520	c	[0]	3	1.068912
2520	t	[0]	3	47.328666
2520	g	[1]	3	0.000000
2520	p	[1]	3	17.267771
2520	c	[1]	3	47.582320
2520	t	[1]	3	64.597913
2520	g	[2]	3	0.000000
2520	p	[2]	3	2.531611
2520	c	[2]	3	64.598765
2520	t	[2]	3	67.130396
2520	g	[0]	4	0.376253
2520	p	[0]	4	37.942916
2520	c	[0]	4	0.829352
2520	t	[0]	4	38.911773
2520	g	[1]	4	0.000000
2520	p	[1]	4	19.813525
2520	c	[1]	4	39.284986
2520	t	[1]	4	58.725414
2520	g	[2]	4	0.000000
2520	p	[2]	4	7.425497
2520	c	[2]	4	58.968743
2520	t	[2]	4	66.152883
2520	g	[3]	4	0.000000
2520	p	[3]	4	1.058622
2520	c	[3]	4	66.152883
2520	t	[3]	4	67.211531
2520	g	[0]	5	0.351781
2520	p	[0]	5	32.694583
2520	c	[0]	5	1.186123
2520	t	[0]	5	33.995408
2520	g	[1]	5	0.000000
2520	p	[1]	5	19.665143
2520	c	[1]	5	34.353125
2520	t	[1]	5	53.661495
2520	g	[2]	5	0.000000
2520	p	[2]	5	10.194057
2520	c	[2]	5	53.903421
2520	t	[2]	5	63.855657
2520	g	[3]	5	0.000000
2520	p	[3]	5	3.934832
2520	c	[3]	5	64.098537
2520	t	[3]	5	67.792006
2520	g	[4]	5	0.000000
2520	p	[4]	5	0.544105
2520	c	[4]	5	67.792333
2520	t	[4]	5	68.336462
2520	g	[0]	6	0.355156
2520	p	[0]	6	28.542099
2520	c	[0]	6	1.193005
2520	t	[0]	6	29.853206
2520	g	[1]	6	0.000000
2520	p	[1]	6	18.772577
2520	c	[1]	6	30.214172
2520	t	[1]	6	48.626771
2520	g	[2]	6	0.000000
2520	p	[2]	6	11.486553
2520	c	[2]	6	48.868901
2520	t	[2]	6	60.114223
2520	g	[3]	6	0.000000
2520	p	[3]	6	6.016912
2520	c	[3]	6	60.359955
2520	t	[3]	6	66.132195
2520	g	[4]	6	0.000000
2520	p	[4]	6	2.411741
2520	c	[4]	6	66.374583
2520	t	[4]	6	68.544564
2520	g	[5]	6	0.000000
2520	p	[5]	6	0.325491
2520	c	[5]	6	68.545450
2520	t	[5]	6	68.870965
2520	g	[0]	7	0.377779
2520	p	[0]	7	24.717818
2520	c	[0]	7	1.205031
2520	t	[0]	7	26.063038
2520	g	[1]	7	0.000000
2520	p	[1]	7	17.619231
2520	c	[1]	7	26.421421
2520	t	[1]	7	43.683115
2520	g	[2]	7	0.000000
2520	p	[2]	7	11.883269
2520	c	[2]	7	43.925429
2520	t	[2]	7	55.567556
2520	g	[3]	7	0.000000
2520	p	[3]	7	7.305682
2520	c	[3]	7	55.812862
2520	t	[3]	7	62.874494
2520	g	[4]	7	0.000000
2520	p	[4]	7	3.892148
2520	c	[4]	7	63.116945
2520	t	[4]	7	66.767337
2520	g	[5]	7	0.000000
2520	p	[5]	7	1.609620
2520	c	[5]	7	67.009597
2520	t	[5]	7	68.377881
2520	g	[6]	7	0.000000
2520	p	[6]	7	0.199853
2520	c	[6]	7	68.379039
2520	t	[6]	7	68.578913
5040	g	[0]	1	1.402526
5040	p	[0]	1	519.777896
5040	c	[0]	1	0.000022
5040	t	[0]	1	521.180486
5040	g	[0]	2	1.502080
